ocorrencia,problema,prob_id
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"Alteração de Acessos                  Nome: 8.784.391 ","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 3.906.400</","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 3.906.400</","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 2.329.999<","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.422.139-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.111-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.240.279</","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: &nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 9.563.059-7","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Alteração de Acessos                  Nome: 3.154.497-5&nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.350.718</","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.875.092</","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 0.099.690-","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.794.351</","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.599.539-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.599.539-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 9.563.059-7","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.806.198-6","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"Alteração de Acessos                  Nome: 8.698.756-9&nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.806.198-6","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.111-2","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.422.139-2","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.111-2","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.722.572-5","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Por gentileza, conceder acesso ao Projeto 10955 para confecção de Comunicado.","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 6.500.699-","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.422.139-2","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.031.268-3","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"solicito acesso ao projeto 11299.","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Reativação de Acessos                  Nome: MARCOS AURELIO BELLAS LOPE","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.598.779-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Alteração de Acessos                  Nome: 0.736.695-7&nbs","Acessos Diversos",70
"Alteração de Acessos                  Nome: 0.736.695-7&nbs","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.573.578-6","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 0.736.695-","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso no sapiens ao projeto 11.303.","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.736.695-7","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.573.578-6","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 0.738.695-8</SP","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 1.119.249-6","Acessos Diversos",70
"Solicito acesso para liberação de requisição de estoque.","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 7.204.288<","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.528.160-3","Acessos Diversos",70
"Alteração de Acessos                  Nome: 3.556.101-7&nbs","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 1.119.249</","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.208-9","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.208-9","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.208-9","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.528.160-3","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.736.695-7","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.721.208-9","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.528.160-3","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Posse  - Acessos                  
                Matrícula / Nome: <s","Acessos Diversos",70
"Reativação de Acessos                  Nome: ALTAMIR GUALBERTO SALGADO<","Acessos Diversos",70
"Acessos a projetos no Sapiens                  Projetos solicitados: <SPAN name=""r_aces","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 1.119.249<","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"Movimentação Interna                  Matrícula / Nome: 2.329.999<","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.329.999</","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.002.311-2","Acessos Diversos",70
"sisbb acesso,prezados, estou com código revogado.","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.114.950</","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Alteração de Acessos                  Nome: 0.721.208-9&nbs","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 0.232.999-9","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 6.768.276-6</SP","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.620.641</","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Alteração de Acessos                  
                Nome: <span name","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: MARIA SUELY FERNANDES</SPA","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"Reativação de Acessos                  Nome: RENATA ALVARES DELLA PENNA","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Reativação de Acessos                  Nome: RENATA ALVARES DELLA PENNA","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"
                Acesso a Dependência em Dia Não Útil                  
                Matr","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"                Desligamento da FBB                  
                Matrícula / Nome: <s","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Reativação de Acessos                  
                Nome: <span nam","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.028.575-9","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANTONIO SIMOES<","Acessos Diversos",70
"Reativação de Acessos                  Nome: FABIO DE FARIA<","Acessos Diversos",70
"Reativação de Acessos                  Nome: ÁLVARO CAMPELO<","Acessos Diversos",70
"Reativação de Acessos                  Nome: SANDRA SIEBRA<B","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANDRÉ LUIZSo","Acessos Diversos",70
"Reativação de Acessos                  Nome: CARINA ARAUJO<B","Acessos Diversos",70
"Reativação de Acessos                  Nome: CARLOS MAGNO","Acessos Diversos",70
"
                Acessos a projetos no Sapiens                  
                Projetos so","Acessos Diversos",70
"Posse - Acessos                  Matrícula / Nome: 6.840.978-8</SP","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANDRÉ LUISSo","Acessos Diversos",70
"Reativação de Acessos                  Nome: FÁBIO DE FÁRIAS","Acessos Diversos",70
"Reativação de Acessos                  Nome: ÁLVARO CAMPELO<","Acessos Diversos",70
"Reativação de Acessos                  Nome: ANTONIO SIMÕES<","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.599.539-2","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.031.296-9","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.422.139-2","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 7.204.288</","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"Desligamento da FBB                  Matrícula / Nome: 9.389.127</","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 8.028.575-9","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.620.641-8","Acessos Diversos",70
"Alteração de Acessos                  Nome: 2.195.444-5&nbs","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.618.800-2","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.693.040-4","Acessos Diversos",70
"
                Acesso aos sistemas da Fundação                  
                Nome: </b","Acessos Diversos",70
"Acesso a Dependência em Dia Não Útil                  Matrícula / Nome: <SPAN name=""r_matri","Acessos Diversos",70
"
                Movimentação Interna                  
                Matrícula / Nome: </","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 2.195.444-5","Acessos Diversos",70
"
                Desligamento da FBB                  
                Matrícula / Nome: </b","Acessos Diversos",70
"Reativação de Acessos                  Nome: PAULO RICARDO SANTOS LOPES","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 6.840.978-8","Acessos Diversos",70
"Acesso aos sistemas da Fundação                  Nome: 4.618.800-2","Acessos Diversos",70
